,losses,accuracies
0,2.361513614654541,17.25
1,2.232663869857788,26.559999465942383
2,2.041510581970215,30.65999984741211
3,1.9497121572494507,32.53000259399414
4,1.8888211250305176,34.060001373291016
5,1.8346359729766846,35.55000305175781
6,1.7901543378829956,36.84000015258789
7,1.7624855041503906,37.41999816894531
8,1.7388701438903809,38.40999984741211
9,1.7156171798706055,39.11000061035156
10,1.6973941326141357,39.66999816894531
11,1.6778154373168945,40.529998779296875
12,1.657137155532837,41.380001068115234
13,1.6401283740997314,41.94000244140625
14,1.62126624584198,42.39999771118164
15,1.6032236814498901,43.06999969482422
16,1.5848766565322876,43.880001068115234
17,1.5660886764526367,44.400001525878906
18,1.5478785037994385,44.560001373291016
19,1.5323244333267212,45.040000915527344
20,1.5236848592758179,45.130001068115234
21,1.514100193977356,46.650001525878906
22,1.4803805351257324,47.119998931884766
23,1.4671821594238281,47.09000015258789
24,1.4594982862472534,48.7599983215332
25,1.4246983528137207,48.97999954223633
26,1.4252643585205078,48.769996643066406
27,1.407206416130066,49.2599983215332
28,1.3949384689331055,50.029998779296875
29,1.381445288658142,51.44000244140625
30,1.345967173576355,51.160003662109375
31,1.3366020917892456,52.17000198364258
32,1.3170887231826782,53.40999984741211
33,1.2950247526168823,53.42000198364258
34,1.2794137001037598,54.959999084472656
35,1.2532435655593872,55.400001525878906
36,1.2418626546859741,55.54999542236328
37,1.2242310047149658,56.83000183105469
38,1.207774043083191,56.410003662109375
39,1.2158395051956177,56.08000183105469
40,1.217789888381958,56.63999938964844
41,1.2097328901290894,58.06999969482422
42,1.1669303178787231,58.869998931884766
43,1.1591379642486572,60.189998626708984
44,1.1198683977127075,59.97999954223633
45,1.1124924421310425,61.769996643066406
46,1.0737370252609253,62.30999755859375
47,1.0689512491226196,62.44000244140625
48,1.0501508712768555,63.3800048828125
49,1.0255749225616455,62.44000244140625
50,1.0512864589691162,63.77000045776367
51,1.0118967294692993,64.25
52,0.995411217212677,66.61000061035156
53,0.9405748248100281,65.72000122070312
54,0.9531388878822327,66.66999816894531
55,0.9310178756713867,67.12999725341797
56,0.9284012913703918,67.7699966430664
57,0.9086140394210815,68.0999984741211
58,0.8913996815681458,70.04000091552734
59,0.846767008304596,69.6500015258789
60,0.8550125956535339,67.8499984741211
61,0.901313841342926,68.4800033569336
62,0.8730851411819458,70.06000518798828
63,0.8282703161239624,71.55999755859375
64,0.8079467415809631,70.43000030517578
65,0.8255919218063354,74.79000091552734
66,0.7364447116851807,72.55999755859375
67,0.7694001197814941,74.30999755859375
68,0.7349785566329956,73.98999786376953
69,0.7232462763786316,75.61000061035156
70,0.6937100887298584,77.60000610351562
71,0.646248996257782,75.95999908447266
72,0.676527202129364,75.69000244140625
73,0.6828305721282959,77.6300048828125
74,0.6421172618865967,78.48999786376953
75,0.6174306273460388,78.89999389648438
76,0.600343644618988,80.88999938964844
77,0.5617815852165222,81.70999908447266
78,0.5321950912475586,81.95000457763672
79,0.5359687805175781,83.70000457763672
80,0.4950338900089264,82.36000061035156
